block_index	block_type	style	alignment	text
1085	paragraph	Normal	JUSTIFY (3)	c) Được sử dụng thời gian làm việc theo quy định tại khoản 2 và khoản 3 Điều này để thực hiện công việc của tổ chức đại diện người lao động tại cơ sở mà vẫn được người sử dụng lao động trả lương; 
1086	paragraph	Normal	JUSTIFY (3)	d) Được hưởng các bảo đảm khác trong quan hệ lao động và trong việc thực hiện chức năng đại diện theo quy định của pháp luật.
1087	paragraph	Normal	JUSTIFY (3)	2. Chính phủ quy định thời gian tối thiểu mà người sử dụng lao động dành cho toàn bộ thành viên ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở để thực hiện nhiệm vụ của tổ chức đại diện trên cơ sở số lượng thành viên của tổ chức.
1088	paragraph	Normal	JUSTIFY (3)	3. Tổ chức đại diện người lao động tại cơ sở và người sử dụng lao động thỏa thuận về thời gian tăng thêm so với thời gian tối thiểu quy định tại khoản 2 Điều này và cách thức sử dụng thời gian làm việc của thành viên ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở phù hợp với điều kiện thực tế.   
1089	paragraph	Normal	JUSTIFY (3)	Điều 177. Nghĩa vụ của người sử dụng lao động đối với tổ chức đại diện người lao động tại cơ sở
1090	paragraph	Normal	JUSTIFY (3)	1. Không được cản trở, gây khó khăn khi người lao động tiến hành các hoạt động hợp pháp nhằm thành lập, gia nhập và tham gia các hoạt động của tổ chức đại diện người lao động tại cơ sở.
1091	paragraph	Normal	JUSTIFY (3)	2. Công nhận và tôn trọng các quyền của tổ chức đại diện người lao động tại cơ sở đã được thành lập hợp pháp.
1092	paragraph	Normal	JUSTIFY (3)	3. Phải thỏa thuận bằng văn bản với ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở khi đơn phương chấm dứt hợp đồng lao động, chuyển làm công việc khác, kỷ luật sa thải đối với người lao động là thành viên ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở. Trường hợp không thỏa thuận được, hai bên phải báo cáo với cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh. Sau 30 ngày kể từ ngày báo cho cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh biết, người sử dụng lao động mới có quyền quyết định. Trường hợp không nhất trí với quyết định của người sử dụng lao động thì người lao động, ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở có quyền yêu cầu giải quyết tranh chấp lao động theo trình tự, thủ tục do pháp luật quy định.
1093	paragraph	Normal	JUSTIFY (3)	4. Phải gia hạn hợp đồng lao động đã giao kết đến hết nhiệm kỳ cho người lao động là thành viên ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở đang trong nhiệm kỳ mà hết hạn hợp đồng lao động. 
1094	paragraph	Normal	JUSTIFY (3)	5. Các nghĩa vụ khác theo quy định của pháp luật.
1095	paragraph	Normal	JUSTIFY (3)	Điều 178. Quyền và nghĩa vụ của tổ chức đại diện người lao động tại cơ sở trong quan hệ lao động
1096	paragraph	Normal	JUSTIFY (3)	1. Thương lượng tập thể với người sử dụng lao động theo quy định của Bộ luật này.
1097	paragraph	Normal	JUSTIFY (3)	2. Đối thoại tại nơi làm việc theo quy định của Bộ luật này.
1098	paragraph	Normal	JUSTIFY (3)	3. Được tham khảo ý kiến xây dựng và giám sát việc thực hiện thang lương, bảng lương, mức lao động, quy chế trả lương, quy chế thưởng, nội quy lao động và những vấn đề liên quan đến quyền, lợi ích của người lao động là thành viên của mình.
1099	paragraph	Normal	JUSTIFY (3)	4. Đại diện cho người lao động trong quá trình giải quyết khiếu nại, tranh chấp lao động cá nhân khi được người lao động ủy quyền.
1100	paragraph	Normal	JUSTIFY (3)	5. Tổ chức và lãnh đạo đình công theo quy định của Bộ luật này.
1101	paragraph	Normal	JUSTIFY (3)	6. Tiếp nhận hỗ trợ kỹ thuật của cơ quan, tổ chức đăng ký hoạt động hợp pháp tại Việt Nam nhằm tìm hiểu pháp luật về lao động; về trình tự, thủ tục thành lập tổ chức đại diện người lao động và việc tiến hành các hoạt động đại diện trong quan hệ lao động sau khi được cấp đăng ký.
1102	paragraph	Normal	JUSTIFY (3)	7. Được người sử dụng lao động bố trí nơi làm việc và được cung cấp thông tin, bảo đảm các điều kiện cần thiết cho hoạt động của tổ chức đại diện người lao động tại cơ sở.
1103	paragraph	Normal	JUSTIFY (3)	8. Các quyền và nghĩa vụ khác theo quy định của pháp luật.
1104	paragraph	Normal	JUSTIFY (3)	
1105	paragraph	Normal	CENTER (1)	Chương XIV
1106	paragraph	Normal	CENTER (1)	GIẢI QUYẾT TRANH CHẤP LAO ĐỘNG
1107	paragraph	Normal	CENTER (1)	Mục 1
1108	paragraph	Normal	CENTER (1)	NHỮNG QUY ĐỊNH CHUNG
1109	paragraph	Normal	CENTER (1)	VỀ GIẢI QUYẾT TRANH CHẤP LAO ĐỘNG
1110	paragraph	Normal	JUSTIFY (3)	Điều 179. Tranh chấp lao động
1111	paragraph	Normal	JUSTIFY (3)	1. Tranh chấp lao động là tranh chấp về quyền và nghĩa vụ, lợi ích phát sinh giữa các bên trong quá trình xác lập, thực hiện hoặc chấm dứt quan hệ lao động; tranh chấp giữa các tổ chức đại diện người lao động với nhau; tranh chấp phát sinh từ quan hệ có liên quan trực tiếp đến quan hệ lao động. Các loại tranh chấp lao động bao gồm:
1112	paragraph	Normal	JUSTIFY (3)	a) Tranh chấp lao động cá nhân giữa người lao động với người sử dụng lao động; giữa người lao động với doanh nghiệp, tổ chức đưa người lao động đi làm việc ở nước ngoài theo hợp đồng; giữa người lao động thuê lại với người sử dụng lao động thuê lại;
1113	paragraph	Normal	JUSTIFY (3)	b) Tranh chấp lao động tập thể về quyền hoặc về lợi ích giữa một hay nhiều tổ chức đại diện người lao động với người sử dụng lao động hoặc một hay nhiều tổ chức của người sử dụng lao động.
1114	paragraph	Normal	JUSTIFY (3)	2. Tranh chấp lao động tập thể về quyền là tranh chấp giữa một hay nhiều tổ chức đại diện người lao động với người sử dụng lao động hoặc một hay nhiều tổ chức của người sử dụng lao động phát sinh trong trường hợp sau đây:
1115	paragraph	Normal	JUSTIFY (3)	a) Có sự khác nhau trong việc hiểu và thực hiện quy định của thỏa ước lao động tập thể, nội quy lao động, quy chế và thỏa thuận hợp pháp khác;
1116	paragraph	Normal	JUSTIFY (3)	b) Có sự khác nhau trong việc hiểu và thực hiện quy định của pháp luật về lao động;
1117	paragraph	Normal	JUSTIFY (3)	c) Khi người sử dụng lao động có hành vi phân biệt đối xử đối với người lao động, thành viên ban lãnh đạo của tổ chức đại diện người lao động vì lý do thành lập, gia nhập, hoạt động trong tổ chức đại diện người lao động; can thiệp, thao túng tổ chức đại diện người lao động; vi phạm nghĩa vụ về thương lượng thiện chí.
1118	paragraph	Normal	JUSTIFY (3)	3. Tranh chấp lao động tập thể về lợi ích bao gồm:
1119	paragraph	Normal	JUSTIFY (3)	a) Tranh chấp lao động phát sinh trong quá trình thương lượng tập thể;
1120	paragraph	Normal	JUSTIFY (3)	b) Khi một bên từ chối thương lượng hoặc không tiến hành thương lượng trong thời hạn theo quy định của pháp luật.
1121	paragraph	Normal	JUSTIFY (3)	Điều 180. Nguyên tắc giải quyết tranh chấp lao động
1122	paragraph	Normal	JUSTIFY (3)	1. Tôn trọng quyền tự định đoạt thông qua thương lượng của các bên trong suốt quá trình giải quyết tranh chấp lao động. 
1123	paragraph	Normal	JUSTIFY (3)	2. Coi trọng giải quyết tranh chấp lao động thông qua hòa giải, trọng tài trên cơ sở tôn trọng quyền và lợi ích của hai bên tranh chấp, tôn trọng lợi ích chung của xã hội, không trái pháp luật. 
1124	paragraph	Normal	JUSTIFY (3)	3. Công khai, minh bạch, khách quan, kịp thời, nhanh chóng và đúng pháp luật.
1125	paragraph	Normal	JUSTIFY (3)	4. Bảo đảm sự tham gia của đại diện các bên trong quá trình giải quyết tranh chấp lao động.
1126	paragraph	Normal	JUSTIFY (3)	5. Việc giải quyết tranh chấp lao động do cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động tiến hành sau khi có yêu cầu của bên tranh chấp hoặc theo đề nghị của cơ quan, tổ chức, cá nhân có thẩm quyền và được các bên tranh chấp đồng ý.
1127	paragraph	Normal	JUSTIFY (3)	Điều 181. Trách nhiệm của cơ quan, tổ chức trong giải quyết tranh chấp lao động
1128	paragraph	Normal	JUSTIFY (3)	1. Cơ quan quản lý nhà nước về lao động có trách nhiệm phối hợp với tổ chức đại diện người lao động, tổ chức đại diện người sử dụng lao động hướng dẫn, hỗ trợ và giúp đỡ các bên trong giải quyết tranh chấp lao động.
1129	paragraph	Normal	JUSTIFY (3)	2. Bộ Lao động - Thương binh và Xã hội tổ chức việc tập huấn, nâng cao năng lực chuyên môn của hòa giải viên lao động, trọng tài viên lao động trong giải quyết tranh chấp lao động.
1130	paragraph	Normal	JUSTIFY (3)	3. Khi có yêu cầu, cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân là đầu mối tiếp nhận yêu cầu giải quyết tranh chấp lao động và có trách nhiệm phân loại, hướng dẫn, hỗ trợ, giúp đỡ các bên trong giải quyết tranh chấp lao động.
1131	paragraph	Normal	JUSTIFY (3)	Trong thời hạn 05 ngày làm việc, cơ quan tiếp nhận yêu cầu giải quyết tranh chấp lao động có trách nhiệm chuyển yêu cầu đến hòa giải viên lao động đối với trường hợp bắt buộc phải qua thủ tục hòa giải lao động, chuyển đến Hội đồng trọng tài trong trường hợp yêu cầu Hội đồng trọng tài giải quyết hoặc hướng dẫn gửi đến Tòa án để giải quyết. 
1132	paragraph	Normal	JUSTIFY (3)	Điều 182. Quyền và nghĩa vụ của hai bên trong giải quyết tranh chấp lao động
1133	paragraph	Normal	JUSTIFY (3)	1. Trong giải quyết tranh chấp lao động, các bên có quyền sau đây:
1134	paragraph	Normal	JUSTIFY (3)	a) Trực tiếp hoặc thông qua đại diện để tham gia vào quá trình giải quyết;
1135	paragraph	Normal	JUSTIFY (3)	b) Rút yêu cầu hoặc thay đổi nội dung yêu cầu;
1136	paragraph	Normal	JUSTIFY (3)	c) Yêu cầu thay đổi người tiến hành giải quyết tranh chấp lao động nếu có lý do cho rằng người đó có thể không vô tư hoặc không khách quan.
1137	paragraph	Normal	JUSTIFY (3)	2. Trong giải quyết tranh chấp lao động, các bên có nghĩa vụ sau đây:
1138	paragraph	Normal	JUSTIFY (3)	a) Cung cấp đầy đủ, kịp thời tài liệu, chứng cứ để chứng minh cho yêu cầu của mình; 
1139	paragraph	Normal	JUSTIFY (3)	b) Chấp hành thỏa thuận đã đạt được, quyết định của Ban trọng tài lao động, bản án, quyết định của Tòa án đã có hiệu lực pháp luật.
1140	paragraph	Normal	JUSTIFY (3)	Điều 183. Quyền của cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động
1141	paragraph	Normal	JUSTIFY (3)	Cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động, trong phạm vi nhiệm vụ, quyền hạn của mình, có quyền yêu cầu các bên tranh chấp, cơ quan, tổ chức, cá nhân có liên quan cung cấp tài liệu, chứng cứ, trưng cầu giám định, mời người làm chứng và người có liên quan. 
1142	paragraph	Normal	JUSTIFY (3)	Điều 184. Hòa giải viên lao động
1143	paragraph	Normal	JUSTIFY (3)	1. Hòa giải viên lao động là người do Chủ tịch Ủy ban nhân dân cấp tỉnh bổ nhiệm để hòa giải tranh chấp lao động, tranh chấp về hợp đồng đào tạo nghề; hỗ trợ phát triển quan hệ lao động.
1144	paragraph	Normal	JUSTIFY (3)	2. Chính phủ quy định tiêu chuẩn, trình tự, thủ tục bổ nhiệm, chế độ, điều kiện hoạt động và việc quản lý hòa giải viên lao động; thẩm quyền, trình tự, thủ tục cử hòa giải viên lao động.
1145	paragraph	Normal	JUSTIFY (3)	Điều 185. Hội đồng trọng tài lao động
1146	paragraph	Normal	JUSTIFY (3)	1. Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định thành lập Hội đồng trọng tài lao động, bổ nhiệm Chủ tịch, thư ký và các trọng tài viên lao động của Hội đồng trọng tài lao động. Nhiệm kỳ của Hội đồng trọng tài lao động là 05 năm.
1147	paragraph	Normal	JUSTIFY (3)	2. Số lượng trọng tài viên lao động của Hội đồng trọng tài lao động do Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định, ít nhất là 15 người, bao gồm số lượng ngang nhau do các bên đề cử, cụ thể như sau:
1148	paragraph	Normal	JUSTIFY (3)	a) Tối thiểu 05 thành viên do cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh đề cử, trong đó có Chủ tịch Hội đồng là đại diện lãnh đạo và thư ký Hội đồng là công chức của cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh;
1149	paragraph	Normal	JUSTIFY (3)	b) Tối thiểu 05 thành viên do công đoàn cấp tỉnh đề cử;
1150	paragraph	Normal	JUSTIFY (3)	c) Tối thiểu 05 thành viên do các tổ chức đại diện của người sử dụng lao động trên địa bàn tỉnh thống nhất đề cử. 
1151	paragraph	Normal	JUSTIFY (3)	3. Tiêu chuẩn và chế độ làm việc của trọng tài viên lao động được quy định như sau:
1152	paragraph	Normal	JUSTIFY (3)	a) Trọng tài viên lao động là người hiểu biết pháp luật, có kinh nghiệm trong lĩnh vực quan hệ lao động, có uy tín và công tâm;
1153	paragraph	Normal	JUSTIFY (3)	b) Khi đề cử trọng tài viên lao động theo quy định tại khoản 2 Điều này, cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh, công đoàn cấp tỉnh, tổ chức đại diện của người sử dụng lao động có thể cử người của cơ quan, tổ chức mình hoặc cử người khác đáp ứng đầy đủ các tiêu chuẩn đối với trọng tài viên lao động theo quy định;
1154	paragraph	Normal	JUSTIFY (3)	c) Thư ký Hội đồng trọng tài lao động thực hiện nhiệm vụ thường trực của Hội đồng trọng tài lao động. Trọng tài viên lao động làm việc theo chế độ chuyên trách hoặc kiêm nhiệm.
1155	paragraph	Normal	JUSTIFY (3)	4. Khi có yêu cầu giải quyết tranh chấp lao động theo quy định tại các điều 189, 193 và 197 của Bộ luật này, Hội đồng trọng tài lao động quyết định thành lập Ban trọng tài lao động để giải quyết tranh chấp như sau:
1156	paragraph	Normal	JUSTIFY (3)	a) Đại diện mỗi bên tranh chấp chọn 01 trọng tài viên trong số danh sách trọng tài viên lao động;
1157	paragraph	Normal	JUSTIFY (3)	b) Trọng tài viên lao động do các bên lựa chọn theo quy định tại điểm a khoản này thống nhất lựa chọn 01 trọng tài viên lao động khác làm Trưởng Ban trọng tài lao động;
1158	paragraph	Normal	JUSTIFY (3)	c) Trường hợp các bên tranh chấp cùng lựa chọn một trọng tài viên để giải quyết tranh chấp lao động thì Ban trọng tài lao động chỉ gồm 01 trọng tài viên lao động đã được lựa chọn.
1159	paragraph	Normal	JUSTIFY (3)	5. Ban trọng tài lao động làm việc theo nguyên tắc tập thể và quyết định theo đa số, trừ trường hợp quy định tại điểm c khoản 4 Điều này.  
1160	paragraph	Normal	JUSTIFY (3)	6. Chính phủ quy định chi tiết về tiêu chuẩn, điều kiện, trình tự, thủ tục bổ nhiệm, miễn nhiệm, chế độ và điều kiện hoạt động của trọng tài viên lao động, Hội đồng trọng tài lao động; tổ chức và hoạt động của Hội đồng trọng tài lao động; việc thành lập và hoạt động của Ban trọng tài lao động quy định tại Điều này.
1161	paragraph	Normal	JUSTIFY (3)	Điều 186. Cấm hành động đơn phương trong khi tranh chấp lao động đang được giải quyết
1162	paragraph	Normal	JUSTIFY (3)	Khi tranh chấp lao động đang được cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết trong thời hạn theo quy định của Bộ luật này thì không bên nào được hành động đơn phương chống lại bên kia.
1163	paragraph	Normal	CENTER (1)	Mục 2
1164	paragraph	Normal	CENTER (1)	THẨM QUYỀN VÀ TRÌNH TỰ GIẢI QUYẾT
1165	paragraph	Normal	CENTER (1)	TRANH CHẤP LAO ĐỘNG CÁ NHÂN
1166	paragraph	Normal	JUSTIFY (3)	Điều 187. Thẩm quyền giải quyết tranh chấp lao động cá nhân
1167	paragraph	Normal	JUSTIFY (3)	Cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động cá nhân bao gồm:
1168	paragraph	Normal	JUSTIFY (3)	1. Hòa giải viên lao động;
1169	paragraph	Normal	JUSTIFY (3)	2. Hội đồng trọng tài lao động;
1170	paragraph	Normal	JUSTIFY (3)	3. Tòa án nhân dân.
1171	paragraph	Normal	JUSTIFY (3)	Điều 188. Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động
1172	paragraph	Normal	JUSTIFY (3)	1. Tranh chấp lao động cá nhân phải được giải quyết thông qua thủ tục hòa giải của hòa giải viên lao động trước khi yêu cầu Hội đồng trọng tài lao động hoặc Tòa án giải quyết, trừ các tranh chấp lao động sau đây không bắt buộc phải qua thủ tục hòa giải:
1173	paragraph	Normal	JUSTIFY (3)	a) Về xử lý kỷ luật lao động theo hình thức sa thải hoặc về trường hợp bị đơn phương chấm dứt hợp đồng lao động;
1174	paragraph	Normal	JUSTIFY (3)	b) Về bồi thường thiệt hại, trợ cấp khi chấm dứt hợp đồng lao động;
1175	paragraph	Normal	JUSTIFY (3)	c) Giữa người giúp việc gia đình với người sử dụng lao động;
1176	paragraph	Normal	JUSTIFY (3)	d) Về bảo hiểm xã hội theo quy định của pháp luật về bảo hiểm xã hội, về bảo hiểm y tế theo quy định của pháp luật về bảo hiểm y tế, về bảo hiểm thất nghiệp theo quy định của pháp luật về việc làm, về bảo hiểm tai nạn lao động, bệnh nghề nghiệp theo quy định của pháp luật về an toàn, vệ sinh lao động;
1177	paragraph	Normal	JUSTIFY (3)	đ) Về bồi thường thiệt hại giữa người lao động với doanh nghiệp, tổ chức đưa người lao động đi làm việc ở nước ngoài theo hợp đồng;
1178	paragraph	Normal	JUSTIFY (3)	e) Giữa người lao động thuê lại với người sử dụng lao động thuê lại.
1179	paragraph	Normal	JUSTIFY (3)	2. Trong thời hạn 05 ngày làm việc kể từ ngày hòa giải viên lao động nhận được yêu cầu từ bên yêu cầu giải quyết tranh chấp hoặc từ cơ quan quy định tại khoản 3 Điều 181 của Bộ luật này, hòa giải viên lao động phải kết thúc việc hòa giải.
1180	paragraph	Normal	JUSTIFY (3)	3. Tại phiên họp hòa giải phải có mặt hai bên tranh chấp. Các bên tranh chấp có thể ủy quyền cho người khác tham gia phiên họp hòa giải.
1181	paragraph	Normal	JUSTIFY (3)	4. Hòa giải viên lao động có trách nhiệm hướng dẫn, hỗ trợ các bên thương lượng để giải quyết tranh chấp. 
1182	paragraph	Normal	JUSTIFY (3)	Trường hợp các bên thỏa thuận được, hòa giải viên lao động lập biên bản hòa giải thành. Biên bản hòa giải thành phải có chữ ký của các bên tranh chấp và hòa giải viên lao động.
1183	paragraph	Normal	JUSTIFY (3)	Trường hợp các bên không thỏa thuận được, hòa giải viên lao động đưa ra phương án hòa giải để các bên xem xét. Trường hợp các bên chấp nhận phương án hòa giải thì hòa giải viên lao động lập biên bản hòa giải thành. Biên bản hòa giải thành phải có chữ ký của các bên tranh chấp và hòa giải viên lao động.
1184	paragraph	Normal	JUSTIFY (3)	Trường hợp phương án hòa giải không được chấp nhận hoặc có bên tranh chấp đã được triệu tập hợp lệ đến lần thứ hai mà vẫn vắng mặt không có lý do chính đáng thì hòa giải viên lao động lập biên bản hòa giải không thành. Biên bản hòa giải không thành phải có chữ ký của bên tranh chấp có mặt và hòa giải viên lao động.  
1185	paragraph	Normal	JUSTIFY (3)	5. Bản sao biên bản hòa giải thành hoặc hòa giải không thành phải được gửi cho các bên tranh chấp trong thời hạn 01 ngày làm việc kể từ ngày lập biên bản.
1186	paragraph	Normal	JUSTIFY (3)	6. Trường hợp một trong các bên không thực hiện các thỏa thuận trong biên bản hòa giải thành thì bên kia có quyền yêu cầu Hội đồng trọng tài lao động hoặc Tòa án giải quyết. 
1187	paragraph	Normal	JUSTIFY (3)	7. Trường hợp không bắt buộc phải qua thủ tục hòa giải quy định tại khoản 1 Điều này hoặc trường hợp hết thời hạn hòa giải quy định tại khoản 2 Điều này mà hòa giải viên lao động không tiến hành hòa giải hoặc trường hợp hòa giải không thành theo quy định tại khoản 4 Điều này thì các bên tranh chấp có quyền lựa chọn một trong các phương thức sau để giải quyết tranh chấp:
1188	paragraph	Normal	JUSTIFY (3)	a) Yêu cầu Hội đồng trọng tài lao động giải quyết theo quy định tại Điều 189 của Bộ luật này;
1189	paragraph	Normal	JUSTIFY (3)	b) Yêu cầu Tòa án giải quyết.
1190	paragraph	Normal	JUSTIFY (3)	Điều 189. Giải quyết tranh chấp lao động cá nhân của Hội đồng trọng tài lao động
1191	paragraph	Normal	JUSTIFY (3)	1. Trên cơ sở đồng thuận, các bên tranh chấp có quyền yêu cầu Hội đồng trọng tài lao động giải quyết tranh chấp trong trường hợp quy định tại khoản 7 Điều 188 của Bộ luật này. Khi yêu cầu Hội đồng trọng tài lao động giải quyết tranh chấp, các bên không được đồng thời yêu cầu Tòa án giải quyết, trừ trường hợp quy định tại khoản 4 Điều này.
1192	paragraph	Normal	JUSTIFY (3)	2. Trong thời hạn 07 ngày làm việc kể từ ngày nhận được yêu cầu giải quyết tranh chấp theo quy định tại khoản 1 Điều này, Ban trọng tài lao động phải được thành lập để giải quyết tranh chấp. 
1193	paragraph	Normal	JUSTIFY (3)	3. Trong thời hạn 30 ngày kể từ ngày Ban trọng tài lao động được thành lập, Ban trọng tài lao động phải ra quyết định về việc giải quyết tranh chấp và gửi cho các bên tranh chấp. 
1194	paragraph	Normal	JUSTIFY (3)	4. Trường hợp hết thời hạn quy định tại khoản 2 Điều này mà Ban trọng tài lao động không được thành lập hoặc hết thời hạn quy định tại khoản 3 Điều này mà Ban trọng tài lao động không ra quyết định giải quyết tranh chấp thì các bên có quyền yêu cầu Tòa án giải quyết.
1195	paragraph	Normal	JUSTIFY (3)	5. Trường hợp một trong các bên không thi hành quyết định giải quyết tranh chấp của Ban trọng tài lao động thì các bên có quyền yêu cầu Tòa án giải quyết. 
1196	paragraph	Normal	JUSTIFY (3)	Điều 190. Thời hiệu yêu cầu giải quyết tranh chấp lao động cá nhân
1197	paragraph	Normal	JUSTIFY (3)	1. Thời hiệu yêu cầu hòa giải viên lao động thực hiện hòa giải tranh chấp lao động cá nhân là 06 tháng kể từ ngày phát hiện ra hành vi mà bên tranh chấp cho rằng quyền và lợi ích hợp pháp của mình bị vi phạm.
1198	paragraph	Normal	JUSTIFY (3)	2. Thời hiệu yêu cầu Hội đồng trọng tài lao động giải quyết tranh chấp lao động cá nhân là 09 tháng kể từ ngày phát hiện ra hành vi mà bên tranh chấp cho rằng quyền và lợi ích hợp pháp của mình bị vi phạm.
1199	paragraph	Normal	JUSTIFY (3)	3. Thời hiệu yêu cầu Tòa án giải quyết tranh chấp lao động cá nhân là 01 năm kể từ ngày phát hiện ra hành vi mà bên tranh chấp cho rằng quyền và lợi ích hợp pháp của mình bị vi phạm.
1200	paragraph	Normal	JUSTIFY (3)	4. Trường hợp người yêu cầu chứng minh được vì sự kiện bất khả kháng, trở ngại khách quan hoặc lý do khác theo quy định của pháp luật mà không thể yêu cầu đúng thời hạn quy định tại Điều này thì thời gian có sự kiện bất khả kháng, trở ngại khách quan hoặc lý do đó không tính vào thời hiệu yêu cầu giải quyết tranh chấp lao động cá nhân.
1201	paragraph	Normal	CENTER (1)	
1202	paragraph	Normal	CENTER (1)	Mục 3
1203	paragraph	Normal	CENTER (1)	THẨM QUYỀN VÀ TRÌNH TỰ GIẢI QUYẾT
1204	paragraph	Normal	CENTER (1)	TRANH CHẤP LAO ĐỘNG TẬP THỂ VỀ QUYỀN
1205	paragraph	Normal	JUSTIFY (3)	Điều 191. Thẩm quyền giải quyết tranh chấp lao động tập thể về quyền
1206	paragraph	Normal	JUSTIFY (3)	1. Cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động tập thể về quyền bao gồm:
1207	paragraph	Normal	JUSTIFY (3)	a) Hòa giải viên lao động;
1208	paragraph	Normal	JUSTIFY (3)	b) Hội đồng trọng tài lao động;
1209	paragraph	Normal	JUSTIFY (3)	c) Tòa án nhân dân.
1210	paragraph	Normal	JUSTIFY (3)	2. Tranh chấp lao động tập thể về quyền phải được giải quyết thông qua thủ tục hòa giải của hòa giải viên lao động trước khi yêu cầu Hội đồng trọng tài lao động hoặc Tòa án giải quyết.
1211	paragraph	Normal	JUSTIFY (3)	Điều 192. Trình tự, thủ tục giải quyết tranh chấp lao động tập thể về quyền
1212	paragraph	Normal	JUSTIFY (3)	1. Trình tự, thủ tục hòa giải tranh chấp lao động tập thể về quyền được thực hiện theo quy định tại các khoản 2, 3, 4, 5 và 6 Điều 188 của Bộ luật này.
1213	paragraph	Normal	JUSTIFY (3)	Đối với tranh chấp quy định tại điểm b và điểm c khoản 2 Điều 179 của Bộ luật này mà xác định có hành vi vi phạm pháp luật thì hòa giải viên lao động lập biên bản và chuyển hồ sơ, tài liệu đến cơ quan có thẩm quyền xem xét, xử lý theo quy định của pháp luật.
1214	paragraph	Normal	JUSTIFY (3)	2. Trong trường hợp hòa giải không thành hoặc hết thời hạn hòa giải quy định tại khoản 2 Điều 188 của Bộ luật này mà hòa giải viên lao động không tiến hành hòa giải thì các bên tranh chấp có quyền lựa chọn một trong các phương thức sau để giải quyết tranh chấp:
1215	paragraph	Normal	JUSTIFY (3)	a) Yêu cầu Hội đồng trọng tài lao động giải quyết theo quy định tại Điều 193 của Bộ luật này;
1216	paragraph	Normal	JUSTIFY (3)	b) Yêu cầu Tòa án giải quyết.
1217	paragraph	Normal	JUSTIFY (3)	Điều 193. Giải quyết tranh chấp lao động tập thể về quyền của Hội đồng trọng tài lao động
1218	paragraph	Normal	JUSTIFY (3)	1. Trên cơ sở đồng thuận, các bên tranh chấp có quyền yêu cầu Hội đồng trọng tài lao động giải quyết tranh chấp trong trường hợp hòa giải không thành hoặc hết thời hạn hòa giải quy định tại khoản 2 Điều 188 của Bộ luật này mà hòa giải viên lao động không tiến hành hòa giải hoặc một trong các bên không thực hiện thỏa thuận trong biên bản hòa giải thành. 
1219	paragraph	Normal	JUSTIFY (3)	2. Trong thời hạn 07 ngày làm việc kể từ ngày nhận được yêu cầu giải quyết tranh chấp theo quy định tại khoản 1 Điều này, Ban trọng tài lao động phải được thành lập để giải quyết tranh chấp. 
1220	paragraph	Normal	JUSTIFY (3)	3. Trong thời hạn 30 ngày kể từ ngày được thành lập, căn cứ vào quy định của pháp luật về lao động, thỏa ước lao động tập thể, nội quy lao động đã được đăng ký và các quy chế, thỏa thuận hợp pháp khác, Ban trọng tài phải ra quyết định về việc giải quyết tranh chấp và gửi cho các bên tranh chấp.
1221	paragraph	Normal	JUSTIFY (3)	Đối với tranh chấp quy định tại điểm b và điểm c khoản 2 Điều 179 của Bộ luật này mà xác định có hành vi vi phạm pháp luật thì Ban trọng tài lao động không ra quyết định giải quyết mà lập biên bản và chuyển hồ sơ, tài liệu đến cơ quan có thẩm quyền xem xét, xử lý theo quy định của pháp luật.
1222	paragraph	Normal	JUSTIFY (3)	4. Trường hợp các bên lựa chọn giải quyết tranh chấp thông qua Hội đồng trọng tài lao động theo quy định tại Điều này thì trong thời gian Hội đồng trọng tài lao động đang tiến hành giải quyết tranh chấp, các bên không được đồng thời yêu cầu Tòa án giải quyết.
1223	paragraph	Normal	JUSTIFY (3)	5. Khi hết thời hạn quy định tại khoản 2 Điều này mà Ban trọng tài lao động không được thành lập hoặc hết thời hạn quy định tại khoản 3 Điều này mà Ban trọng tài lao động không ra quyết định giải quyết tranh chấp thì các bên có quyền yêu cầu Tòa án giải quyết.
